Emission Factor Title,Sector,Unit Type,Emission Factor,Source
Natural gas - commercial,Energy,kg/GJ,0.1949,MfE
Natural gas - industrial,Energy,kg/GJ,0.1945,MfE
Natural gas used: T&D losses,Energy,kg/kWh,0.1855,MfE
Wood - residential,Energy,kg/kg,0.86,MfE
Wood - industrial,Energy,kg/kg,0.86,MfE
Wood chips - commercial,Energy,kg/kg,1.355,MfE
Wood chips - manufacturing,Energy,kg/kg,1.355,MfE
Wood green - manufacturing,Energy,kg/kg,0.7952,MfE
Wood pellets - commercial,Energy,kg/kg,1.699,MfE
Wood pellets - manufacturing,Energy,kg/kg,1.699,MfE
Working from home - Default,Organizational Activities,kg/employee-day,0.01437,MfE
Working from home - With heating,Organizational Activities,kg/employee-day,0.03148,MfE
Working from home - Without heating,Organizational Activities,kg/employee-day,0.002145,MfE
Ferry Average,Transport,kg/passenger-km,0.284,MfE
Domestic flight jet aircraft - with RF effect,Transport,kg/passenger-km,0.1345,MfE
Domestic flight (2020) - Large aircraft - without RF effect,Transport,kg/passenger-km,0.1041,MfE
Domestic flight (2023) - Large aircraft - without RF effect,Transport,kg/passenger-km,0.1041,MfE
Domestic flight (2020) - Large aircraft - with RF effect,Transport,kg/passenger-km,0.1764,MfE
Domestic flight (2023) - Large aircraft - with RF effect,Transport,kg/passenger-km,0.1764,MfE
Domestic flight (2020) - Medium aircraft - without RF effect,Transport,kg/passenger-km,0.1197,MfE
Domestic flight (2023) - Medium aircraft - without RF effect,Transport,kg/passenger-km,0.1197,MfE
Domestic flight medium aircraft - with RF effect,Transport,kg/passenger-km,0.2135,MfE
Domestic flight (2020) - Medium aircraft - with RF effect,Transport,kg/passenger-km,0.2029,MfE
Domestic flight (2023) - Medium aircraft - with RF effect,Transport,kg/passenger-km,0.2029,MfE
Domestic flight (2020) - National average - without RF effect,Transport,kg/passenger-km,0.1145,MfE
Domestic flight (2023) - National average - without RF effect,Transport,kg/passenger-km,0.1145,MfE
Domestic flight (2020) - National average - with RF effect,Transport,kg/passenger-km,0.194,MfE
Domestic flight (2023) - National average - with RF effect,Transport,kg/passenger-km,0.194,MfE
Domestic flight (2020) - Small aircraft - without RF effect,Transport,kg/passenger-km,0.3525,MfE
Domestic flight (2023) - Small aircraft - without RF effect,Transport,kg/passenger-km,0.3525,MfE
Domestic flight small aircraft - with RF effect,Transport,kg/passenger-km,0.6592,MfE
Domestic flight (2020) - Small aircraft - with RF effect,Transport,kg/passenger-km,0.5908,MfE
Domestic flight (2023) - Small aircraft - with RF effect,Transport,kg/passenger-km,0.5908,MfE
Helicopter - Bell 206B,Transport,kg/hour,318.8,MfE
Helicopter - Eurocopter AS 350B3 Squirrel,Transport,kg/hour,479.8,MfE
Helicopter - Eurocopter AS 350B Squirrel,Transport,kg/hour,458.4,MfE
Helicopter - Robinson R22 Beta,Transport,kg/hour,126.1,MfE
Air Travel - International long-haul flight (>3700km) - Business class - without RF effect,Transport,kg/passenger-km,0.2265,MfE
International long-haul flight business class - with RF effect,Transport,kg/passenger-km,0.4238,MfE
Air Travel - International long-haul flight (>3700km) - Business class - with RF effect,Transport,kg/passenger-km,0.4286,MfE
Air Travel - International long-haul flight (>3700km) - Economy class - without RF effect,Transport,kg/passenger-km,0.0781,MfE
International long-haul flight economy class - with RF effect,Transport,kg/passenger-km,0.1461,MfE
Air Travel - International long-haul flight (>3700km) - Economy class - with RF effect,Transport,kg/passenger-km,0.1478,MfE
Air Travel - International long-haul flight (>3700km) - First class - without RF effect,Transport,kg/passenger-km,0.3124,MfE
Air Travel - International long-haul flight (>3700km) - First class - with RF effect,Transport,kg/passenger-km,0.5911,MfE
Air Travel - International long-haul flight (>3700km) - Average passenger - without RF effect,Transport,kg/passenger-km,0.102,MfE
Air Travel - International long-haul flight (>3700km) - Average passenger - with RF effect,Transport,kg/passenger-km,0.193,MfE
Air Travel - International long-haul flight (>3700km) - Premium economy class - without RF effect,Transport,kg/passenger-km,0.125,MfE
Air Travel - International long-haul flight (>3700km) - Premium economy class - with RF effect,Transport,kg/passenger-km,0.2365,MfE
Air Travel - International short-haul flight (<3700km) - Business class - without RF effect,Transport,kg/passenger-km,0.1196,MfE
Air Travel - International short-haul flight (<3700km) - Business class - with RF effect,Transport,kg/passenger-km,0.2264,MfE
Air Travel - International short-haul flight (<3700km) - Economy class - without RF effect,Transport,kg/passenger-km,0.07976,MfE
Air Travel - International short-haul flight (<3700km) - Economy class - with RF effect,Transport,kg/passenger-km,0.1509,MfE
Air Travel - International short-haul flight (<3700km) - Average passenger - without RF effect,Transport,kg/passenger-km,0.08109,MfE
Air Travel - International short-haul flight (<3700km) - Average passenger - with RF effect,Transport,kg/passenger-km,0.1534,MfE
Individual aircraft - Aerospatiale/Alenia ATR 72 - without RF effect,Transport,kg/passenger-km,0.1134,MfE
Individual aircraft - Aerospatiale/Alenia ATR 72 - with RF effect,Transport,kg/passenger-km,0.1922,MfE
Individual aircraft - Airbus A320 - without RF effect,Transport,kg/passenger-km,0.1104,MfE
Individual aircraft - Airbus A320 - with RF effect,Transport,kg/passenger-km,0.187,MfE
Individual aircraft - Beechcraft Beech 1900D - without RF effect,Transport,kg/passenger-km,0.1788,MfE
Individual aircraft - Beechcraft Beech 1900D - with RF effect,Transport,kg/passenger-km,0.3031,MfE
Individual aircraft - British Aerospace Jetstream 32 - without RF effect,Transport,kg/passenger-km,0.2274,MfE
Individual aircraft - British Aerospace Jetstream 32 - with RF effect,Transport,kg/passenger-km,0.3855,MfE
Individual aircraft - Cessna Light Aircraft - without RF effect,Transport,kg/passenger-km,0.5292,MfE
Individual aircraft - Cessna Light Aircraft - with RF effect,Transport,kg/passenger-km,0.8969,MfE
Individual aircraft - FOKKER F50 - without RF effect,Transport,kg/passenger-km,0.08698,MfE
Individual aircraft - FOKKER F50 - with RF effect,Transport,kg/passenger-km,0.1474,MfE
Individual aircraft - MfE Q300 - without RF effect,Transport,kg/passenger-km,0.2198,MfE
Individual aircraft - MfE Q300 - with RF effect,Transport,kg/passenger-km,0.3725,MfE
Individual aircraft - Pilatus PC-12 - without RF effect,Transport,kg/passenger-km,0.1804,MfE
Individual aircraft - Pilatus PC-12 - with RF effect,Transport,kg/passenger-km,0.3057,MfE
Individual aircraft - Saab SF-340 - without RF effect,Transport,kg/passenger-km,0.0929,MfE
Individual aircraft - Saab SF-340 - with RF effect,Transport,kg/passenger-km,0.1574,MfE
Helicopter - Robinson R44,Transport,kg/hour,184.4,MfE
Metropolitan Railway Diesel,Transport,kg/passenger-km,0.2745,MfE
Metropolitan Railway Electric,Transport,kg/passenger-km,0.01482,MfE
Metropolitan Railway Average,Transport,kg/passenger-km,0.02224,MfE
Electric urban passenger train,Transport,kg/passenger-km,0.009325,MfE
National average for urban passenger train,Transport,kg/passenger-km,0.05814,MfE
Wellington electric bus,Transport,kg/passenger-km,0.01251,MfE
Battery EV bus (>12 t),Transport,kg/km,0.08663,MfE
Electric bus (>12t),Transport,kg/km,0.08663,MfE
Electric bus (7.5-12t),Transport,kg/km,0.06251,MfE
Battery EV bus (<12t),Transport,kg/km,0.07649,MfE
Battery EV bus (<7.5t),Transport,kg/km,0.04513,MfE
Electric bus (<7.5t),Transport,kg/km,0.04513,MfE
Wellington diesel bus,Transport,kg/passenger-km,0.0295,MfE
Diesel bus (>12t),Transport,kg/km,1.08,MfE
Diesel bus (7.5-12t),Transport,kg/km,0.7795,MfE
Diesel bus (<12t),Transport,kg/km,0.7852,MfE
Diesel bus below 7.5 t,Transport,kg/km,0.5628,MfE
Diesel bus (<7.5t),Transport,kg/km,0.5628,MfE
Diesel Bus,Transport,kg/passenger-km,0.1625,MfE
Diesel hybrid bus (>12t),Transport,kg/km,0.7646,MfE
Diesel hybrid bus (7.5-12t),Transport,kg/km,0.5516,MfE
Diesel hybrid bus below 12 t,Transport,kg/km,0.5556,MfE
Diesel hybrid bus (<7.5t),Transport,kg/km,0.3983,MfE
Electric Bus,Transport,kg/passenger-km,0.01538,MfE
Hydrogen Bus,Transport,kg/passenger-km,0.02859,MfE
National average bus,Transport,kg/passenger-km,0.04439,MfE
Wellington average bus,Transport,kg/passenger-km,0.04439,MfE
Average Bus,Transport,kg/passenger-km,0.1505,MfE
National Average for Bus,Transport,kg/passenger-km,0.155,MfE
Electric vehicle (1350-1600cc) 2010-2015,Transport,kg/km,0.01511,MfE
Electric vehicle (1350-1600cc) 2015-2020,Transport,kg/km,0.01445,MfE
Electric vehicle (1350-1600cc) post-2015,Transport,kg/km,0.01509,MfE
Electric vehicle (1350-1600cc) post-2020,Transport,kg/km,0.01392,MfE
Electric vehicle (1600-2000cc) 2010-2015,Transport,kg/km,0.01701,MfE
Electric vehicle (1600-2000cc) 2015-2020,Transport,kg/km,0.01627,MfE
Electric vehicle (1600-2000cc) post-2015,Transport,kg/km,0.01699,MfE
Electric vehicle (1600-2000cc) post-2020,Transport,kg/km,0.01568,MfE
Electric vehicle (2000-3000cc) 2010-2015,Transport,kg/km,0.01889,MfE
Electric vehicle (2000-3000cc) 2015-2020,Transport,kg/km,0.01808,MfE
Electric vehicle (2000-3000cc) post-2015,Transport,kg/km,0.01887,MfE
Electric vehicle (2000-3000cc) post-2020,Transport,kg/km,0.01741,MfE
Electric vehicle (>3000cc) 2010-2015,Transport,kg/km,0.0226,MfE
Electric vehicle (>3000cc) 2015-2020,Transport,kg/km,0.02162,MfE
Electric vehicle (>3000cc) post-2020,Transport,kg/km,0.02083,MfE
Electric vehicle (>3000cc) post-2015,Transport,kg/km,0.02257,MfE
Battery EV (large) post-2015,Transport,kg/km,0.02466,MfE
Electric vehicle (<1350cc) 2010-2015,Transport,kg/km,0.0146,MfE
Electric vehicle (<1350cc) 2015-2020,Transport,kg/km,0.01397,MfE
Electric vehicle (<1350cc) post-2015,Transport,kg/km,0.01458,MfE
Electric vehicle (<1350cc) post-2020,Transport,kg/km,0.01345,MfE
Battery EV (medium) post-2015,Transport,kg/km,0.02221,MfE
Battery EV car (average),Transport,kg/km,0.04358,MfE
Battery EV car (small) post-2015,Transport,kg/km,0.01972,MfE
Battery EV (very large),Transport,kg/km,0.02951,MfE
Battery EV car (very small) post-2015,Transport,kg/km,0.01906,MfE
Diesel vehicle (1350 cc - 1600 cc) post-2015,Transport,kg/km,0.1711,MfE
Diesel vehicle (1350-1600cc) post-2015,Transport,kg/km,0.1711,MfE
Diesel car (1600-2000cc) post-2015,Transport,kg/km,0.1813,MfE
Diesel vehicle (1600-2000cc) post-2015,Transport,kg/km,0.1813,MfE
Diesel car (2000-3000cc) post-2015,Transport,kg/km,0.2228,MfE
Diesel vehicle (2000-3000cc) post-2015,Transport,kg/km,0.2228,MfE
Diesel car (>3000cc) post-2015,Transport,kg/km,0.2609,MfE
Diesel vehicle (>3000cc) post-2015,Transport,kg/km,0.2471,MfE
Diesel car (<1350cc) post-2015,Transport,kg/km,0.1778,MfE
Diesel vehicle (<1350cc) post-2015,Transport,kg/km,0.1778,MfE
Diesel car (average),Transport,kg/km,0.1698,MfE
Diesel Hybrid vehicle (1350-1600cc) 2010-2015,Transport,kg/km,0.1614,MfE
Diesel Hybrid vehicle (1350-1600cc) 2015-2020,Transport,kg/km,0.1522,MfE
Diesel hybrid vehicle below between 1350 and 1600 cc post-2015,Transport,kg/km,0.1513,MfE
Diesel hybrid vehicle (1350-1600cc) post-2015,Transport,kg/km,0.1513,MfE
Diesel Hybrid vehicle (1350-1600cc) post-2020,Transport,kg/km,0.1443,MfE
Diesel Hybrid vehicle (1350-1600cc) pre-2010,Transport,kg/km,0.1821,MfE
Diesel Hybrid vehicle (1600-2000cc) 2010-2015,Transport,kg/km,0.1711,MfE
Diesel Hybrid vehicle (1600-2000cc) 2015-2020,Transport,kg/km,0.1613,MfE
Diesel hybrid vehicle (1600-2000cc) post-2015,Transport,kg/km,0.1604,MfE
Diesel Hybrid vehicle (1600-2000cc) post-2020,Transport,kg/km,0.1529,MfE
Diesel Hybrid vehicle (1600-2000cc) pre-2010,Transport,kg/km,0.193,MfE
Diesel Hybrid vehicle (2000-3000cc) 2010-2015,Transport,kg/km,0.2103,MfE
Diesel Hybrid vehicle (2000-3000cc) 2015-2020,Transport,kg/km,0.1983,MfE
Diesel hybrid car (2000-3000cc) post-2015,Transport,kg/km,0.1972,MfE
Diesel hybrid vehicle (2000-3000cc) post-2015,Transport,kg/km,0.1972,MfE
Diesel Hybrid vehicle (2000-3000cc) post-2020,Transport,kg/km,0.188,MfE
Diesel Hybrid vehicle (2000-3000cc) pre-2010,Transport,kg/km,0.2373,MfE
Diesel Hybrid vehicle (>3000cc) 2010-2015,Transport,kg/km,0.2333,MfE
Diesel Hybrid vehicle (>3000cc) 2015-2020,Transport,kg/km,0.22,MfE
Diesel hybrid car (>3000cc) post-2015,Transport,kg/km,0.228,MfE
Diesel Hybrid vehicle (>3000cc) post-2020,Transport,kg/km,0.2086,MfE
Diesel Hybrid vehicle (>3000cc) pre-2010,Transport,kg/km,0.2632,MfE
Diesel hybrid vehicle (>3000cc) post-2015,Transport,kg/km,0.2187,MfE
Diesel Hybrid vehicle (<1350cc) 2010-2015,Transport,kg/km,0.1677,MfE
Diesel Hybrid vehicle (<1350cc) 2015-2020,Transport,kg/km,0.1582,MfE
Diesel hybrid car (<1350cc) post-2015,Transport,kg/km,0.1573,MfE
Diesel hybrid vehicle (<1350cc) post-2015,Transport,kg/km,0.1573,MfE
Diesel Hybrid vehicle (<1350cc) post-2020,Transport,kg/km,0.15,MfE
Diesel Hybrid vehicle (<1350cc) pre-2010,Transport,kg/km,0.1892,MfE
Diesel hybrid car (average),Transport,kg/km,0.2422,MfE
Diesel vehicle (1350-1600cc) 2010-2015,Transport,kg/km,0.1803,MfE
Diesel vehicle (1350-1600cc) 2015-2020,Transport,kg/km,0.1715,MfE
Diesel vehicle (1350-1600cc) post-2020,Transport,kg/km,0.164,MfE
Diesel vehicle (1350-1600cc) pre-2010,Transport,kg/km,0.2032,MfE
Diesel vehicle (1600-2000cc) 2010-2015,Transport,kg/km,0.1911,MfE
Diesel vehicle (1600-2000cc) 2015-2020,Transport,kg/km,0.1818,MfE
Diesel vehicle (1600-2000cc) post-2020,Transport,kg/km,0.1739,MfE
Diesel vehicle (1600-2000cc) pre-2010,Transport,kg/km,0.2153,MfE
Diesel vehicle (2000-3000cc) 2010-2015,Transport,kg/km,0.235,MfE
Diesel vehicle (2000-3000cc) 2015-2020,Transport,kg/km,0.2234,MfE
Diesel vehicle (2000-3000cc) post-2020,Transport,kg/km,0.2136,MfE
Diesel vehicle (2000-3000cc) pre-2010,Transport,kg/km,0.2647,MfE
Diesel vehicle (>3000cc) 2010-2015,Transport,kg/km,0.2606,MfE
Diesel vehicle (>3000cc) 2015-2020,Transport,kg/km,0.2478,MfE
Diesel vehicle (>3000cc) post-2020,Transport,kg/km,0.2369,MfE
Diesel vehicle (>3000cc) pre-2010,Transport,kg/km,0.2936,MfE
Diesel vehicle (<1350cc) 2010-2015,Transport,kg/km,0.1874,MfE
Diesel vehicle (<1350cc) 2015-2020,Transport,kg/km,0.1782,MfE
Diesel vehicle (<1350cc) post-2020,Transport,kg/km,0.1705,MfE
Diesel vehicle (<1350cc) pre-2010,Transport,kg/km,0.2111,MfE
HGV BEV (10-12t) 2010-2015,Transport,kg/km,0.05767,MfE
HGV BEV (12-15t) 2010-2015,Transport,kg/km,0.06553,MfE
HGV BEV (5-7.5t) 2010-2015,Transport,kg/km,0.03978,MfE
HGV BEV (7.5-10t) 2010-2015,Transport,kg/km,0.04863,MfE
HGV BEV (<5t) 2010-2015,Transport,kg/km,0.03472,MfE
HGV BEV (10-12t) post-2015,Transport,kg/km,0.0641,MfE
HGV BEV (12-15t) post-2015,Transport,kg/km,0.07192,MfE
HGV BEV (5-7.5t) post-2015,Transport,kg/km,0.03891,MfE
HGV BEV (7.5-10t) post-2015,Transport,kg/km,0.04758,MfE
HGV BEV (<5t) post-2015,Transport,kg/km,0.03396,MfE
HGV diesel (10-12t) 2010-2015,Transport,kg/km,0.6964,MfE
HGV diesel (12-15t) 2010-2015,Transport,kg/km,0.7942,MfE
HGV diesel (15-20t) 2010-2015,Transport,kg/km,0.9529,MfE
HGV diesel (20-25t) 2010-2015,Transport,kg/km,1.268,MfE
HGV diesel (25-30t) 2010-2015,Transport,kg/km,1.416,MfE
HGV diesel (>30t) 2010-2015,Transport,kg/km,1.492,MfE
HGV diesel (5-7.5t) 2010-2015,Transport,kg/km,0.4822,MfE
HGV diesel (7.5-10t) 2010-2015,Transport,kg/km,0.5893,MfE
HGV diesel (<5t) 2010-2015,Transport,kg/km,0.4209,MfE
HGV diesel (10-12t) post-2015,Transport,kg/km,0.6884,MfE
HGV diesel (12-15t) post-2015,Transport,kg/km,0.7824,MfE
HGV diesel (15-20t) post-2015,Transport,kg/km,0.9505,MfE
HGV diesel (20-25t) post-2015,Transport,kg/km,1.265,MfE
HGV diesel (25-30t) post-2015,Transport,kg/km,1.413,MfE
HGV diesel (>30t) post-2015,Transport,kg/km,1.489,MfE
HGV diesel (5-7.5t) post-2015,Transport,kg/km,0.4747,MfE
HGV diesel (7.5-10t) post-2015,Transport,kg/km,0.5805,MfE
HGV diesel (<5t) post-2015,Transport,kg/km,0.4193,MfE
HGV diesel (10-12t) pre-2010,Transport,kg/km,0.7366,MfE
HGV diesel (12-15t) pre-2010,Transport,kg/km,0.837,MfE
HGV diesel (15-20t) pre-2010,Transport,kg/km,0.9776,MfE
HGV diesel (20-25t) pre-2010,Transport,kg/km,1.302,MfE
HGV diesel (25-30t) pre-2010,Transport,kg/km,1.534,MfE
HGV diesel (>30t) pre-2010,Transport,kg/km,1.534,MfE
HGV diesel (5-7.5t) pre-2010,Transport,kg/km,0.5079,MfE
HGV diesel (7.5-10t) pre-2010,Transport,kg/km,0.6212,MfE
HGV diesel (<5t) pre-2010,Transport,kg/km,0.4434,MfE
HGV diesel hybrid (10-12t) 2010-2015,Transport,kg/km,0.5626,MfE
HGV diesel hybrid (12-15t) 2010-2015,Transport,kg/km,0.6394,MfE
HGV diesel hybrid (15-20t) 2010-2015,Transport,kg/km,0.8662,MfE
HGV diesel hybrid (20-25t) 2010-2015,Transport,kg/km,1.153,MfE
HGV diesel hybrid (25-30t) 2010-2015,Transport,kg/km,1.331,MfE
HGV diesel hybrid (>30t) 2010-2015,Transport,kg/km,1.402,MfE
HGV diesel hybrid (5-7.5t) 2010-2015,Transport,kg/km,0.3882,MfE
HGV diesel hybrid (7.5-10t) 2010-2015,Transport,kg/km,0.4745,MfE
HGV diesel hybrid (<5t) 2010-2015,Transport,kg/km,0.3387,MfE
HGV diesel hybrid (10-12t) post-2015,Transport,kg/km,0.5489,MfE
HGV diesel hybrid (12-15t) post-2015,Transport,kg/km,0.6239,MfE
HGV diesel hybrid (15-20t) post-2015,Transport,kg/km,0.864,MfE
HGV diesel hybrid (20-25t) post-2015,Transport,kg/km,1.15,MfE
HGV diesel hybrid (25-30t) post-2015,Transport,kg/km,1.328,MfE
HGV diesel hybrid (>30t) post-2015,Transport,kg/km,1.399,MfE
HGV diesel hybrid (5-7.5t) post-2015,Transport,kg/km,0.3786,MfE
HGV diesel hybrid (7.5-10t) post-2015,Transport,kg/km,0.4629,MfE
HGV diesel hybrid (<5t) post-2015,Transport,kg/km,0.3304,MfE
HGV diesel hybrid (10-12t) pre-2010,Transport,kg/km,0.5936,MfE
HGV diesel hybrid (12-15t) pre-2010,Transport,kg/km,0.6745,MfE
HGV diesel hybrid (15-20t) pre-2010,Transport,kg/km,0.8887,MfE
HGV diesel hybrid (20-25t) pre-2010,Transport,kg/km,1.183,MfE
HGV diesel hybrid (25-30t) pre-2010,Transport,kg/km,1.366,MfE
HGV diesel hybrid (>30t) pre-2010,Transport,kg/km,1.439,MfE
HGV diesel hybrid (5-7.5t) pre-2010,Transport,kg/km,0.4094,MfE
HGV diesel hybrid (7.5-10t) pre-2010,Transport,kg/km,0.5007,MfE
HGV diesel hybrid (<5t) pre-2010,Transport,kg/km,0.3575,MfE
Petrol car (1350-1600cc) post-2015,Transport,kg/km,0.1649,MfE
Petrol vehicle (1350-1600cc) post-2015,Transport,kg/km,0.1649,MfE
Petrol car (1600-2000cc) post-2015,Transport,kg/km,0.1857,MfE
Petrol vehicle (1600-2000cc) post-2015,Transport,kg/km,0.1857,MfE
Petrol car (2000-3000cc) post-2015,Transport,kg/km,0.2063,MfE
Petrol vehicle (2000-3000cc) post-2015,Transport,kg/km,0.2063,MfE
Petrol car (>3000cc) post-2015,Transport,kg/km,0.2629,MfE
Petrol vehicle (>3000cc) post-2015,Transport,kg/km,0.2467,MfE
Petrol car (<1350 cc) post-2015,Transport,kg/km,0.1593,MfE
Petrol vehicle (<1350cc) post-2015,Transport,kg/km,0.1593,MfE
Petrol car (average),Transport,kg/km,0.1645,MfE
Petrol hybrid vehicle (1350-1600cc) 2010-2015,Transport,kg/km,0.1361,MfE
Petrol hybrid vehicle (1350-1600cc) 2015-2020,Transport,kg/km,0.1284,MfE
Petrol hybrid car (1350-1600cc) post-2015,Transport,kg/km,0.1302,MfE
Petrol hybrid vehicle (1350-1600cc) post-2015,Transport,kg/km,0.1302,MfE
Petrol hybrid vehicle (1350-1600cc) post-2020,Transport,kg/km,0.1214,MfE
